Reviews,Date
"Animasi menarik dan membuat belajar jadi ga ngebosenin...Belajar di ruangguru membuat kita ga akan ketinggalan pelajaran walaupun ga ikut pelajaran di sekolah karena alasan tertentu. Selain itu, soal-soal yang tersedia dipilah mulai dari yang mudah hingga HOTS. Ini sangat membantu siswa untuk belajar menghadapi ulangan harian. Makasih ruangguru ❤❤",4 Desember 2019
"Satu-satunya aplikasi pendidikan yang sangat bagus untuk digunakan. Paling suka sama ruang belajar nya sih, materinya simpel tapi on point, jadi langsung paham. Selalu kepikiran kenapa sih dari dulu nggak ada ruangguru, kalau ada kan aku jadi semangat belajar ^-^",25 Agustus 2020
"saya sangat suka ruangguru,karna sangat membantu dalam proses belajar saya. selain itu di ruangguru sangat mudah dan simple,karna tidak perlu pergi atau keluar seperti mengikuti bimbel yang lain. penjelasannya juga sangat mudah dimengerti dan pembawaannya asik. terimakasih ruangguru telah membuat belajar saya jadi asik",14 Agustus 2019
"Kak kebijakan sbmptn yang baru kan sudah ada? Terus kapan paket ruang belajar untuk sbmptn diperbaharui, soalnya kak biar kita bisa mengenal lebih dekat sama sistem dan tipe tes yang baru ini, apalagi tps kita kan belum tau walaupun itu katanya hampir mirip sama tpa, jadi kak kalo bisa secepetnya yah perbaharui😊",14 November 2018
"aplikasinya bagus, sangat membantu, materinya juga rinci bangett, tapi kenapa yaa dihandphone saya video adapto tuh suaranya tergolong kecil kalau pake earphone, tapi pas opening ruang guru atau endingnya kenceng banget, jadi bikin gendang telinga sakit huhuhu😭",19 November 2023
"Seru kak, cuma kalo beli lagi pake akun yg sama maunya di update juga gitu kak hasil belajar nya... Yg aku langganan kali kedua ke cheklist semua, jadi bingung udah sampe mana belajar nya 😅... Tapi aku suka sih.. ini lagi langganan paket utbk, mudah mudahan masuk deh 🤍 PTN.lopyou",19 Januari 2024
"Masa mau download video nya ke SD Card nggk bisa, pdhl toggle nya udh diaktifkan, tp ntar toggle nya balik lagi akhirnya ke save di memori internal lagi. Edit: itu udh ver. Terbaru kk",30 Mei 2020
"Matematikanya yg kelas 11, ada beberapa yang suaranya patah patah🙃 kukira jaringan yg brmsalah, trnyata emang jelek dari sananya.. sulit dipahami juga. Cara ngajarnya ga jelas di bagian mtk yg itu.. padahal udah bayar untuk 3 tahun. Aku uninstall aja lah.. sumpah rugi bgt aku. Berbelit belit, patah patah, bikin tambah pusing.. tapi pelajaran lainnya enak kok di dengar. Animasinya juga oke..",16 November 2022
"Aplikasinya bagus, tapi kok pas mau bikin layar fullscreen ga bisa ya? Padahal ada layanan fullscreen. Mau bikin fullscreen pas lagi belajar, eh layarnya tiba tiba jadi hitam. Kan ga enak juga belajarnya kalo layar setengah doang. Cara ngatasinny gimn? Tlng diprbaiki ya. Itu aj sih kndla ak. Yg lainny baik baik aj. Sekian😊",5 Februari 2021
"Pada bagian home saya agak kesulitan mendapatkan opsi mata pelajaran nya, ketika saya search dimenu pencarian, apa yang saya ingin pelajari tidak muncul, mohon untuk mengembalikan versi kemarin seperti sebelumnya minn, saya kesulitan mencari materi jika tab materi tersebut tidak ada",28 Oktober 2023
"Saya senang menggunakan aplikasi ruangguru ini, karena mudah dipahami dan banyak latihan soalnya. Video - videonya sangat membantu memahami pembelajaran dan juga ada ringkasan materi untuk memudahkan menghafal... Terima kasih ruangguru😊",24 Agustus 2020
"Aplikasinya memang cukup bagus, namun ada hal yang membuat saya kecewa. Kenapa video materi yang didownload sangat berat kapasitas penyimpanannya. Sehingga HP saya keseringan kehabisan penyimpanan memori. Padahal saya ingin sekali mendownload semua video dalam satu mata pelajaran matematika kelas 12 IPA, karena saya gemar Matematika sehingga saya ingin memutar video tsb berulang - ulang. Kalau saya memutar secara online, sinyal juga selalu tidak stabil makanya saya download saja. Harap diperbaiki",10 Juli 2019
"Aplikasi ruangguru sangat membantu sekali dalam pembelajaran baik sekarang yang belajar online maupun dikala offline, aplikasi semakin kesini semakin bagus & fiturnya keren-keren🖒. Saran saya, tolong sediakan lagi pilihan kurikulum untuk jenjang SMP dan SMA di ruangbelajar, karena ada yang sudah terlanjur selama ini belajar menggunakan KurTiLas (kurikulum 2013)🖒😄 ☆Terimakasih ruangguru☆",11 Juli 2021
"Aplikasi belajar yg bagus, namun tolong masalah sinyal lebih diperbaiki karena setiap beberapa menit menonton selalu ada jeda video akibat sinyal padahal sinyal saya sudah 4G akibatnya kurang nyaman pada saat belajar tolong diperbaiki ya RUANGGURU SQUAD..",1 Januari 2019
"Kenapa ya untuk latihan soal setiap sesudah selesai dan ingin dikumpulkan hasil nya tidak keluar,hanya ada perolehan nilai, dan juga tidak bisa membuka pembahasan soal, lalu tidak bisa diulangi pengerjaan,tolonh diperbaiki",22 Maret 2020
"Aku jadi lebih mudah buat belajar tentang matematika Sampai akhirnya aku mengikuti, program anak cerdas , thanks for watching ya ruang guru",22 Februari 2024
Sangat membantu sekali untuk pekerjaan rumah dan lancar aplikasinya terimakasih ruangguru,22 Februari 2024
Saya sangat suka aplikasi ini karena semua pelajaran ada.Dan mempunyai teman belajar.,18 Februari 2024
"Tolong kembalikan fitur dapat di simpan ke kartu memori / SDCard karena jika di internal tidak cukup dan menghambat pembelajaran. Jika belajar pakai kuota online sangat menguras kuota karena hanya dapat di putar sekali jika di putar lagi tambah nguras kuota:) Saya mau balas lewat edit ulasan ini: No WA untuk melaporkan masalah bukan itu tidak terdaftar, apa salah ketik, atauu??????",19 Mei 2020
"Aplikasi Ruang Guru ini sangat membantuku dalam masalah saat kesusahan mengerjakan soal karena fitur fitur belajarnya sangat keren karena bisa melihat video sangat cepat untuk dipahami ,,Pokoknya Ruang Guru,, THE BEST ,, Maaf Ya Kasih Bintang 4 Soalnya Waktu Download Sangat Lama,, TERIMA KASIH",17 Agustus 2020
bener bener ngebantu banget!! awalnya susah banget ngikutin pelajaran belum lagi tugas menumpuk melulu. kalo mau les takutnya jadi lembur ngerjain tugas. tapi sekarang seneng bangett bisa belajar di ruang guru!! soal soal dan video tutorialnya ngebantu banget buat mahamin soal soal yang aku nggak tau. dan sekarang ruang guru jadi lebih seruu karena tampilannya kayak game tapi isinya pembelajaran,26 Juli 2019
"Membantu untuk pelajaran sekolah, tetapi sangat kurang membantu jika digunakan untuk latihan SBMPTN krn tidak ada cara cepat pada pembahasan soal2nya, jadi cara yang diberikan sangat memakan waktu, sedangkan waktu untuk mengerjakan SBMPTN sangat singkat. Oleh karena itu, tolong ditingkatkan lagi untuk pembahasan soalnya, khususnya pembahasan TKA.",12 Desember 2020
"Pelajaran yang diberikan gampang masuk, dan penjelasan meskipun sedikit cepat bisa diperlambat kok. Dan bagusnya kesimpulan yang dibuat secara terpisah dan mudah disimpan agar dihafal",19 Juli 2023
dengan belajar menggunakan ruangguru saya bisa belajar sesuka hati sesuai keadaan mood saya ( contohnya rebahan :v ) dengan ruangguru ini saya juga menghemat biaya untuk pengeluaran yang lebih sedikit karena tidak perlu mengeluarkan biaya transportasi seperti bimbel pada umumnya dan bisa saya akses dimanapun dan kapanpun saya mau dan juga dengan berlangganan ruangguru ini nilai saya Alhamdulillah juga lebih bagus dari sebelumnya. terima kasih ruangguru :),24 Juli 2019
"Aplikasi nya sangat membantu, tapi knp ketika saya ngerjain latihan topik ga bisa dilihat pembahasan nya, terus pas udh selesai ngerjain, katanya ada kesalahan sistem, terus pas keluar dari latihan kelihatan nilai nya tapi pas dilihat hasil nya tidak bisa.",8 Maret 2020
"Menurut saya, aplikasi ruangguru sangat bermanfaat dan juga dapat membantu saya memahami beberapa materi pelajaran dengan lebih baik. Kemudian juga terdapat penjelasan materi yang disampaikan melalui video sehingga dapat lebih mudah untuk dipahami. Saran dari saya untuk aplikasi ini adalah terkadang aplikasinya sering mengalami problem. Seperti kegagalan dengan koneksi. Meskipun saya sudah tersambung dengan internet yang tidak bermasalah. Mungkin hal itu untuk di tindak lanjuti. Terima kasih.",20 Oktober 2019
"•sesudah liat satu materi,mau lanjut ke Vidio selanjutnya suka ada yng muncul dibawah,akhirnya salah pencet keluar dan keluar sehingga xp tidak bisa diperoleh meskipun sudah menonton satu vidio •ketika liat pembahasan soal quis terutama di soal terakhir biasanya suka panjang panjang,jdi ga kebaca smuanya karena ter skip secara otomatis,kalau dlu setau saya bisa selama mungkin liat pembahasan soal, menurut saya sedikit menganggu sekian mohon maaf🙏",19 Juli 2020
"Aplikasinya sudah bagus. Tapi saya mohon untuk ditambahkan juga menu top up dari RB SMA Reguler ke BAON SBMPTN, karena mau saya top up ternyata tidak ada pilihannya. Makasih.",28 Juli 2021
"Buat kalian yang mau cepat belajar, itu ada rangkuman di tiap subbab (aku manggilnya) itu bisa belajar dari situ. Waktu kalian sangat amat hemat jika langsung belajar disitu. Tapi itu buat yang sekali baca paham, just that my opinion guy! Oh ya ini aplikasi recommendet banget bagi yang ujian maupun olimpiade!!",8 November 2020
"aplikasi ini bagus banget. asal kita sbg siswa rajin rajin nonton videonya dirumah, pasti keliatan kemajuanya. tp saya suka sebel karena, kalo udh niat banget mau belajar lewat ruangguru ini, dan pas mau nonton video malah macet, loading. padahal paket kuota baru beli, sinyalnya 4G, memori masih luang,tapi kenapaaaa???? :( over all udh bagus semuanya🐱",1 Desember 2019
Aplikasi yg sangat bagus.. Tapi alangkah lebih bagusnya andai saja ruang guru ini menyediakan fasilitas membaca buat perguruan tinggi seperti buku buku yg dibutuhkan mahasiswa dari semua aspek prodi..,27 November 2019
"Baguss Mudah Dipahami Udah itu sajaa. Yang kurang saya sukai adalah contohnya ini kaya yang ada di buku persis kadang jadi ga ada bedanya,bedanya saya jadi lebih paham karena belajar sendiri..tetapi soalnya pun hanya sedikit jika tentang matematika dan fisikaa lebih baik ada untuk soal yang pas atau gimana yang banyak sekalian jadi ga hanya mengerti dah hafal tetapi juga paham apa yang di ajarkan untuk materi2 seperti sejarah indo dll itu bagus karena langsung ke inti2nya.. trmakasih.",31 Oktober 2019
Aplikasi sangat bagus pembelajaran nya mudah dimengerti,16 Februari 2024
"Aplikasinya bagus banget...Saran saya..tolong di perbaiki sedikit..apalagi di bagian kuis/soal lainnya..mohon kalau bisa pertanyaannya di ganti""..(misalnya..ketika ada salah..anak""langsung menulis jawaban yg benar..di bukunya..lalu kemudian mereka menjawabnya seperti menyontek...😅) Mohon maaf yg sebesar besarnya ketika ada salah...😊🙏",2 Maret 2020
"Ini gimane sih, materi yang ada hitungan kek MTK, Geo, Ekonomi bahas nya g secara detail, cuma kek ujuk² ada hasil dan cara tanpa di beri tahu dapat dari mana nya. Padahal gak semua pelajar ngerti secara instan, ya contohnya seperti saya ini harus di ajarin secara menyeluruh dan detail dari ujung soal hingga jawaban terakhir. Tolong di perbarui lagi. Kalo masih kek gini mending gua pindah ke apk lain.",2 Januari 2022
aplikasi ini sangat baik dan sangat mempermudah pelajar untuk belajar dimanapun. aplikasi ini juga sangat lengkap dalam pembahasannya❤️,16 Januari 2024
"Kenapa ya setiap mutar video itu selalu g bsa dan ada tulisan coba lagi, padahal saya sudah coba pkai beberapa jaringan berbeda dan wifi pula, aneh ny saat stream yutub maupun download sesuatu itu lancar. Mohon pencerahan dan perbaikannya, terima kasih. ini juga menghambat saya dlm pembelajaran",2 September 2019
"Bagus aplikasinya😍 materinya mudah dipahami, bahkan semester lalu aku dapet nilai yang memuaskan banget berkat ruang guru. Tapi ada kendala nih, setiap aku belajar pake ruang guru videonya susah keputer, padahal jaringan internet aku lancar.",14 Januari 2020
"suka sama aplikasi ini, pelajaran jadih lebih mudah dipahami karena teknik belajar yang menurutku gak bosan. Tapi, kapan mata pelajaran lain bisa ada? Soalnya mau belajar Ppkn SMA,tapi gak ada. Semoga app ini semakin ditingkatkan dan ditambah juga dengan materi mata pelajaran baru di ruang belajar :)",1 Maret 2019
"aplikasi nya membantu banget buat belajar di rumah, mudah di mengerti. Dan ada animasi yang buat ga bosan belajar. HANYA SAJA ada beberapa materi yang beda di buku sekolah, bahkan ada beberapa materi yang tidak ada, tolong diperbaiki 😊",26 Juli 2021
"Sebenarnya untuk pembahasan soal dan pelajaran aku suka banget, karna sangat membantu aku dalam belajar. Sayangnya kalau dalam sebuah aplikasi Ruangguru termasuk aplikasi yang lelet, karna pada saat aku membuka video tiba-tiba saja terkeluar sendiri dan juga error, dan juga downloadannya (buruk menurut aku) karna baru saja didownload, besok harinya sudah tidak bisa dibuka, sayang sekali. Semoga Ruangguru bisa menjadi aplikasi yang lebih baik lagi 💐💐💐",3 April 2023
Aplikasi nya sangat membantu dalam proses belajar Disertai ruang diskusi juga yg memungkinkan peserta untuk bertukar pikiran,3 Januari 2024
"bintang tiga dulu yaa.. salah satu nya yg agak kurang di RG itu kaya lagi nerangin tapi kelewat beberapa kata, saya saya mau kaya ada fitur subtitle, oh yaa.. harusnya ada pelajaran tambahan kaya Bahasa sunda/jawa, prakarya, penjakes, dll.. biar lebih lengkap (oh ya tambahin Bahasa jepang juga :v)",30 Juli 2019
"Seneng banget belajar di ruangguru. Dari penjelasan yang mudah dipahami dan ada fitur konsep kilat juga, buat kita yang mau belajar cepet dan terburu-buru tapi tetap mudah dipahami dan dimengerti oleh siswa. Pokoknya aplikasi belajar terbagus deh",5 Juni 2023
"Menurut aku sih udah bagus bgt app ini. Selain itu juga hemat kuota. Tapi ada yg buat aku kurang suka sih, untuk jenjang SMK materi nya blm lengkap di bagian komputer akuntansi nya. Semoga segera dilengkapi ya😊",28 Agustus 2020
"Sangat membantu saya dalam belajaar, mudah dipahami, saya yang pertama tidak suka pelajaran menghafal menjadi suka pelajaran menghafal karena di ruangguru penjelasannya membuat saya paham bukan hafal jadi saya lebih mudah mengingat karena sesuai paham dengan konsep",13 Oktober 2019
"Bintang 4 dulu yaaa, enak sih penjelasannya simple dan mudah dipahami. Pembelajarannya asyik, tapi ada beberapa video yg udah di offline tapi begitu di putar cuma ampe separuh, kan sayang banget berenti tengah jalan. Selain itu lancar jaya sihhh,",3 Februari 2020
"nih aplikasi ruangguru sangat membantu banget buat kalian belajar cuyyy, semua materi yg dibikin video ber animasi itu membuat kalian mudah memahami dan tidak perlu membayangkan lagi, karna bayangan di pikiran kalian udah dikeluarkan langsung berbentuk animasi di dalam video...",23 Juli 2019
"Sangat membantu dalam pembelajaran. Dengan adanya video pembelajaran yang dikemas dalam bentuk menarik dan mudah dipahami selain membatu dalam mengingat dan memahami, saya sendiri merasa sangat terbantu juga jika ada tugas presentasi, karna di ruang guru penjelasannya sangat jelas disertai dengan animasi, jadi ketika saya presentasi sy lebih mudah menjelaskan kepada teman"" sy, tentu dengan ciri khas ruang guru, heheh menjelaskan dengan animasi.",19 Januari 2020
"Bagus aplikasi nya jadi semakin semangat untuk belajar, apa lagi matematika nya yg awal nya materi nya mematikan jadi lebih seru kalo sama ruangguru, karena di setiap video penjelasan pasti ada kuis yg harus kita jawab, jadi memungkinkan untuk kita belajar serius. Terimakasih ruangguru 🤍",13 Oktober 2022
"suka bangettt sama ruangguru adapto ! ruangguru adapto bener-bener ngebantu aku buat ulangan + aku jadi lebih paham sama materi itu. Tapi sayang banget tiap aku jawab latihan bab atau kuis akhir jawabanku tiba tiba berubah jadi salah, padahal aku udah jawab dengan bener dan sebelum aku kumpulin aku check dulu semua jawaban aku tapi malah tiba-tiba berubah jadi jawaban yg salah :( . Aku harap kedepannya bisa lebih diperbaiki yaa 😺",29 November 2021
"Pelatihan nya sangat bagus recommended buat kalian untuk yang ingin memulai pelatihan kerja atau bisnis ,aplikasinya mudah dimengerti tidak ribet sangat simpel pokoknya bintang 5 deh terimakasih telah membimbing dan membantu saya .",16 September 2020
Aplikasi ini membantu sekali untuk belajar MTK dan iPas,17 April 2024
materi belajar terlalu bertele-tele,10 Mei 2024
"Seru banget untuk di pakai belajar, ga bikin bosen.",23 April 2024
"Aplikasi nya bagus , videonya dibikin beranimasi jadi gak cepet bosen pas belajar. Tapi saya kurang paham sama materi yang disampaikan , mungkin karna saya kurang merhatiin kali yaa hehe :v terimakasih ruang guruu :)",6 Desember 2019
apalah uda langganan 2 taun terus langganan nya selesai.terus terusan di telfon buat lanjut langganan kaya punya utang pinjol astaghfirullah di telfonin terus mohon untunk ruang guru stop buat spam panggilan dan ngirim di wa ganggu banget 😒😒😒😒🙏🙏,19 April 2024
Bagus sih lumayan seru deh belajar sama ruang guru,24 April 2024
Bagaaaaaasss bgt dah app ini! LENGKAP BGT LHO! Tapi tolong banyakin sub bab gratisnya donk! Lagi OSN-K IPA nih!,7 Mei 2024
Gak suka.banget pas enak enak belajar nonton vidio malah disuruh verifikasi code mulu udah 50 kali verifikasi code padahal,20 April 2024
"sangat membantu dalam bidang akademiku.. terimakasih RuangGuru 😊semua materi ada dan memiliki kurikulum yang lengkap..sesuai kurikulum yang kita pelajari..cara mengajar yang asik dan jelas tiap bahasannya.. keren lah, salut buat kak belva selaku ceo RG cara belajar yang saya suka, menarik tidak membosankan kan dengan fitur2 yang menarik.",2 Juli 2019
"kadang bermasalah, katanya server sibuk, tapi jaringan penuh dan 4G. padahal lagi butuh butuhnya. tapi karena berguna, bintang empat. jadi tolong dong karena app ini memang sy akui berguna, tolong masalah loadingnya diatasi",23 Januari 2019
"Ruangguru keren banget, sangat membantu dlm proses belajar, materinya pun sangat mudah di pahami dan tentunya super fleksibel bisa belajar di manapun yg kita mau jd ga mesti harus bawa buku pelajaran lg kalo lg di luar rumah, tinggal klik ruangguru semua informasi bs kita dapatkan ❤",28 Juni 2019
"Aplikasi bimbel online no 1 di Indonesia, fitur2 nya lengkap mulai dari video2 pembahasan soal ber animasi, bank soal yang lengkap, trik2 pengerjaan soal, ada games nya juga. Paling suka sama fitur brain academy online berasa punya guru privat enak dan ga bosen, cocok untuk berlangganan 👍👍👍👍",26 Oktober 2020
"Assalamualaikum semuanya,di ruangguru ini berbagai macam video yg mudah di pahami,saat aku sudah langganan videonya langsung bisa kebuka juga bisa di download sekali dan bisa berulang untuk melihat nya lagi tanpa kuota,ruangguru ini bagus banget untuk pelajar seperti kita udah murah bayarnya videonya beranimasi yg mudah untuk dipahami dan langsung soal lat nya diberikan,ayo teman teman semua cepat download dan langganan klu nggak pasti nyesel karna ini bimbel yg murah bangettttt👍👍👍",15 Agustus 2020
"Video pembelajaran sering buffering dan bahkan sering muncul notif eror, padahal kondisi jaringan bagus. Mohon untuk segera diperbaiki, melihat dari komentar lain, sepertinya bukan hanya saya yang mengalami hal serupa. Kendala seperti ini sangat menghambat pembelajaran.",17 Januari 2023
"Saat ingin lihat video selalu ada masalah, masalahnya saat memulai video gambarnya tidak muncul cuma ada suaranya padahal sinyalnya bagus. Ini gimana tolong diperbaiki!!",16 Juli 2020
"Sangat bagusss,cocok banget klo di jadiin tmpt belajar dan jg banyak promo di apk ini like banget dehhh",19 Januari 2024
"Setelah pakai aplikasi ruangguru aku jadi lebih sering belajar. Video animasi dan materi-materi di ruangguru mudah dipahami. Berkat ruangguru nilai MIPA aku jadi lebih baik☺ Tapi akhir-akhir ini aku mengalami kendala di ruangguru, kenapa ya saat ingin buka video materi yang sudah didownload malah tidak bisa? Padahal sinyal dan kuota aku sangat mendukung. Mohon bantuannya kak, belajar ku jadi sedikit terganggu karena itu. Terimakasih!",14 Februari 2021
Wooww.. Aplikasi yang sangat bagus khususnya untuk siswa siswa ataupun yg sudah lulus.. Dengan tutor yang sangat berkompeten dalam menerangkan materi dan membahas soal serta video animasi yang memperjelas lagi sehingga mudah dipahami dan dicerna oleh siswa sesuai dengan kelasnya. Terimakasih.,3 Maret 2020
"Ruangguru ini fitur yg sangat bagus nih untuk mempermudah akses belajar, apalagi skrg lagi pandemi kaya gini belajar online di Ruangguru tentu jadi pilihannya. Fitur dan benefit yg didapat dari ruangguru ini juga lengkap, ada video pembelajarannya, rangkuman belajar, ada bank soal dan kuis2nya juga. Biasanya juga banyak promo nih di ruangguru, jadi bisa mendapatkan harga yg terjangkau. Terimakasih ruangguru:)",26 Oktober 2020
"Ruang guru materinya sangat banyak sekali pilihannya untuk belajar dan memudahkan dan cocok sekali ,dalam belajar pada saat ini seperti ini.materi sangat lengkap.terus di tingkat kan dalam aplikasinya.sukses terus ruang rugu..🙏😀",23 September 2020
"Aplikasi yang sangat bagus,,saya peserta prakerja yang mengambil kelas di skill academy by ruang guru..pelajarannya sangat bermanfaat dan mudah dipahami dan memiliki tutor yang berpengalaman..terimakasih",30 September 2020
"Seluruh nya sudah bagus. Tetapi saya kebingungan dengan batasan jumlah perangkat untuk mengakses akun yang sudah berlangganan.. Tolong kalau bisa tambahkan peraturan untuk akun perangkat, agar bisa menghapus sesi pada perangkat sebelum nya dan pengguna terhindar pemblokiran pada akun karena telah mengakses 3 perangkat... *karena hape saya terkadang saya ganti ROM nya dan saya pernah kena ""tidak bisa mengakses RuangBelajar selama 30 jam"" karena telah diakses 3 perangkat pada hari itu yg disebabkan oleh pergantian ROM tersebut dan juga 30 jam itu terlalu lama :(",3 Oktober 2018
"Untuk video pembelajarannya udah bagus. Tapi aplikasinya agak lambat, juga fitur subtitle ama diskusinya cuma ada di bbrp video aja. Padahal fitur diskusi ini benar-benar membantu. Dan gaada notifikasi saat pertanyaanku di jawab di diskusi. Fitur jadwal belajar itu benar-benar membantu, tapi pas ngatur waktu belajarnya malah nge-bug (aku atur waktu dari jam 19.00 sampe 20.30 di hari senin-minggu, tapi yang keisi malah senin-jumat doank), dan tolong tambahkan fitur pengingat waktu belajar",13 September 2022
"Belajar di ruang guru itu enak, selain tidak gampang bosan karena video-videonya, penjelasan materi-materinya juga sangat simpel dan jelas, jadi mudah dipahami. Selain itu juga banyak fitur-fitur yang bisa membantu kita agar bisa lebih paham dengan materinya. Sukses terus Ruang Guru 😁",3 Maret 2020
"aplikasi bimble terkeren yang pernah aku tau, dengan aplikasi ini adekku bisa mudah banget memahami materi , yg dulunya nilai matematika cuman dapat 70 sekarang bisa nilainya 95. terima kasih ruangguru",29 Juni 2019
"Saat mengerjakan soal, pasti ada penjelasanya dan itu lengkap dan mudah dimengerti 👍",6 Februari 2024
"Tolong videonya auto cache biar bisa diputar offline, gatau kenapa tiap nonton videonya suka buffering terus padahal sinyal full 4G dan kuota masih banyak :( jadi kalo belajar agak ribet. Tampilannya diperbarui lagi dan untuk pembahasan dibuat videonya. Apalagi pelajaran eksak yg pakai rumus biar lebih paham. Yg aku suka di Ruang Guru yaa Fiturnya lengkap, animasinya bagus, kualitas lebih dari yg konvensional harga jauh lebih murah. aku suka bngttt <3",6 Oktober 2018
"Video pembelajaran kadang ngga bisa dibuka padahal jaringan udah stabil. Kalo itu ngga terlalu bermasalah karena namanya juga aplikasi kadang ada errornya. Udah coba bilang ke 2 orng mas/mba ruang guru ga ada respon, chat ga diread, gimana mau belajar enak kalo gini",29 Desember 2022
"aplikasi ruang guru sangat membantu aku yg dulunya males baca buku karna kebanyakan kata"" tpi sekarang gak lagi. karna sudah ada aplikasi ruang guru ini yg siap bantu aku dalam belajar, dengan vidio animasi dan soal soal dimana saja dan kapan saja. sukses ruang guru!✨✨",2 Desember 2018
"Aku sukaa banget sama ruangguru,.. Ga bosen belajar jadinya,. Tp, kk.. Diruang guru kan hanya ada sampai kls 12, tolong, bisa ga, mapel2nya di perbaharui sampai tingkat anak kuliah... Menurutku ini akan sangat membantu, apalagi materi anak kuliah ga mudah,. Semoga kalo ruangguru materinya bs mencapai mapel anak kuliah, mahasiswa... Itu akan sangat membantu... Trims",16 Juli 2019
Aplikasi Ruangguru memberikan pengalaman belajar yang menyenangkan bagi saya.Ruangguru memberikan konsep di setiap materi yang mudah dipahami oleh para pelajar di Indonesia.Setiap materi yang disampaikan memiliki latihan soal yang dapat mengasah kemampuan.Thank you Ruangguru😁🙏,8 Desember 2019
Setelah update malah banyak bug dan selalu lag soal tidak muncul padahal internet lancar 5 Mbps,4 Desember 2023
"sebenernya udah bagus aplikasi ruang guru ini,tapi perlu dibenerin dong yang bagian resolusi videonya,masa iya setiap mau nonton video per video harus setting ulang resolusi videonya.mau nya sih yang paling HD gitu,jadi setiap video udah otomatis HD,ngga perlu mencet satu per satu lagi setiap video nya",4 September 2021
"Saya suka dengan aplikasi ini, tapi untuk yang versi pc atau dekstop saya kurang suka karena fasilitas yang di sediakan tidak seperti yang pada versi aplikasi Android. Saran dari saya untuk yang versi desktop tambah lagi fiturnya seperti latihan SBMPTN dan UN untuk SMA. Kalo bisa fiturnya diserupakan dengan versi androidnya.",18 Januari 2020
"Aplikasi ini memang membantu, namun mohon maaf, saya lebih suka yang dulu di mana penjelasannya tidak terlalu teks book sehingga saya lebih mudah mengerti. Yang saya suka dari fitur sekarang adalah animasinya, namun ya itu, pembahasannya terlalu teks book dan cepat, saya tidak bisa menangkapnya dengan baik.",3 September 2019
"Saya sangat suka dengan aplikasi ruang guru. diruang guru banyak sekali fiture fiture yang membantu. Dari pembahsan, latihan topik, bang soal, dan masih banyak lagi. Bukan itu saja saya juga merasa terbantu dengan adanya rangkuman pembahsan. karena rangkuman yang disini berbeda dengan rangkuman yang berada di buku paket. Rangkuman di sini tuh lebih ringkas dan bisa di pahami. Pokoknya aplikasii ini sangat² membantu untuk saya sebagai pelajar kelas 9 yang sedang sibuk sibuknya UCUN.",30 Oktober 2019
"Assalamualaikum. Aplikasi ini sangat bagus buat kalian dan saya karena kita dapat belajar dengan hasil yg maksimal, mata pelajaran yg saya bingung menjadi bisa karena telah dijelaskan di aplikasi ini lewat video. Dan lebih pentingnya lagi, setelah memutar video kita dapat sebuah rangkuman, video berupa animasi sehingga tdk bosan dan video itu dapat kita download. Di aplikasi ini lengkap dengan semua mata pelajaran dan kelas"". Saya sebagai pemula sangat senang dengan adanya aplikasi ini.",23 April 2020
"Video pembelajaran jelas mudah dipahami ditambah adanya konsep kilat adapto jdi lebih paham tapi kalau bisa tambahkan subtitle di setiap video pembelajaran, karena ada beberapa kata yg kurang jelas didengar.",21 April 2023
"Bagus, rekomendasi buat anak2, pengganti bimbel",6 Mei 2024
"Akhirnya bugnya udah diperbaiki 😇, makasih banget pokoknya Ruang Guru. Aplikasinya sangat membantu sekali. Akhirnya gak ada video ngefreeze lagi. Makasih banget pokoknya masalahnya udah di perbaiki 👍",23 Juni 2023
"Video mudah dipahami,namun sering saja video terhenti akibat sinyal yg membuat menjadi tidak fokus belajar lagi☹️. Pengen di download videonya.. downloadnya lama banget. Bahkan di tempatku ga bisa di download. Sedih banget😭",15 September 2019
"sebenarnya ruang guru ini adalah aplikasi belajar yg sangat bagus,materi yg disampaikan juga mudah dimengerti,tapi saya agak kurang puas dengan latihan soal yg diberikan,karena menurut saya soal yg diberikan kurang banyak dan bervariatif.saya sudah berlangganan ruang guru paket sma+sbmptn 725k,tapi saya sedikit kecewa karena soal yg diberikan masih minim,terutama yg paket sbmptn.saya harap pihak ruang guru dapat mengembangkan lagi fitur dan kualitas yg disediakan.terima kasih",25 Juli 2019
"Kerennnn banget. Menari, belajar jadi menyenangkan dengan animasi dan fitur lainnya. Pokonya d' best deh, bagus buat kita sebagai pelajar, apalagi kaum rebahan. Good². Cumaan materi² di rg kadang umum banget, kaya mtk yg contoh soalnya trlalu umum. Materinya dah soal²nya lebih di perdalam yaaa, klo bisa sesuain sumber dari kitab² dari masing mapel aja, kaya Bio dari Campbell 🙏😍😍😄😄",9 Januari 2020
"Kalau menurut aku, aplikasi ini bagus banget. Materi nya menurutku lengkap dan banyak latihan soal. Cuman kalau masalah ada perubahan atau nggaknya tergantung kita sendiri, harus bisa mengatur waktu dan disiplin. Banyak voucher dan recomended lah ya. Thanx kak Ruangguru ;)",10 Januari 2021
"Untuk pelajaran TIK disini kenapa gak ada ya, padahal TIK itu lumayan penting",3 April 2024
